newton_iteration,mesh_resolution,ndof_u,ndof_phi,build_path,residual_norm_before,residual_norm_after,residual_norm,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi,increment_norm,active_contact_points,negative_gap_sum,reaction_norm,max_penetration,active_contact_points_after,negative_gap_sum_after,reaction_norm_after,max_penetration_after,step_length,used_fallback,backend,linear_solver_mode,ksp_type,pc_type,block_pc_name,linear_converged,linear_iterations,ksp_reason,mode,load_value
1,5x5x5,648,1331,optimized,0.0032599386497294673,2.7569911995819792e-05,2.7569911995819792e-05,0.0032599386497294673,2.7569911995819792e-05,0.008457187376243335,0.1184582250000048,0.016753450999999586,0.08178925800000059,0.34384475300000616,0.055279974999997705,0.055097418000016773,5.0231000031430995e-05,4.395199999152055e-05,0.0003619330000574905,0.003081475999991312,0.003388442000016312,100,0.0005509741800001677,100,0,100,100,0,100,100,100,600,0,875,25,200,0,9.37500000475211e-06,0.3239280450000024,0.31880766200000465,0.015560798000002762,0.00014456000000961922,0.055257715999943,0.009614913000092429,0.012662565000049142,0.44858168599999715,0.001523149000000501,0.0,0.08387633299999919,0.027012346999995884,0.0004025900000002025,1.378357065000003,0.17232857199999785,1.550789930999997,0.09191046899999833,2.210072149999995,False,False,False,True,False,True,,,106755,29903,12147,12168,68921,0.0017575001303108393,100,0.019999999999999993,0.0032599386497294673,0.02000000000000006,100,0.01999999999990265,0.003259881664862601,0.020000000000156167,1.0,False,petsc_block,krylov,gmres,fieldsplit,fieldsplit_schur_lower_selfp_ilu,True,2,3,baseline,0.02
