mode,mesh_resolution,build_path,linear_solver_mode,ksp_type,pc_type,block_pc_name,ndof_u,ndof_phi,total_dofs,accepted_state_index,load_value,newton_iteration_within_load,linear_iterations,ksp_reason,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_query_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_sensitivity_time,contact_sensitivity_avg_time,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_time,phi_matrix_convert_time,phi_rhs_assembly_time,phi_rhs_extract_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,phi_dof_lookup_time,phi_geometry_helper_time,phi_basis_tabulation_time,phi_form_call_count,phi_form_cache_hit_count,phi_form_cache_miss_count,phi_matrix_extract_call_count,phi_matrix_convert_call_count,phi_rhs_extract_call_count,phi_dof_lookup_call_count,phi_basis_tabulation_call_count,phi_residual_form_assembly_time,phi_residual_extract_time,phi_kphiu_form_assembly_time,phi_kphiu_extract_time,phi_kphiu_convert_time,phi_kphiphi_form_assembly_time,phi_kphiphi_extract_time,phi_kphiphi_convert_time,phi_form_time_R_phi,phi_form_time_K_phi_u,phi_form_time_K_phi_phi,phi_extract_time_K_phi_u,phi_convert_time_K_phi_u,phi_extract_time_K_phi_phi,phi_convert_time_K_phi_phi,phi_form_call_count_R_phi,phi_form_call_count_K_phi_u,phi_form_call_count_K_phi_phi,phi_matrix_extract_call_count_K_phi_u,phi_matrix_convert_call_count_K_phi_u,phi_matrix_extract_call_count_K_phi_phi,phi_matrix_convert_call_count_K_phi_phi,phi_scatter_pattern_build_time,phi_scatter_pattern_build_count,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,2,0.02,1,1,3,0.004040188733215321,3.464326148051463e-05,0.008574664147668254,0.24698209699954532,0.007757507999940572,0.03632524599970566,0.2028993429998991,0.0312844430000041,0.03117224599873225,0.017985752998356475,5.057799944552244e-05,3.0278999020083575e-05,0.0002336249990548822,0.0019822959993689437,0.002199759001541679,64,0.0004870663437301914,0.0002810273905993199,64,0,64,64,0,64,0.012104816001283325,0.00018913775002005195,64,64,384,0,576,0,128,0,6.008998752804473e-06,0.19953846100042938,7.732399990345584e-05,0.001154100999883667,0.009786697999970784,1.9630001588666346e-06,0.001231424999787123,1.9630001588666346e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009786697999970784,1.9630001588666346e-06,0.14527016900046874,2.9625000024680048e-05,0.0003650409998954274,0.044481593999989855,4.7698999878775794e-05,0.0007890599999882397,0.009786697999970784,0.14527016900046874,0.044481593999989855,2.9625000024680048e-05,0.0003650409998954274,4.7698999878775794e-05,0.0007890599999882397,1,1,1,1,1,1,1,0.0,0.0,0.0,0.03127316099971722,0.005052891997820552,0.00869874099498702,0.22441372599996612,0.0002712049999900046,0.0,0.02493778400003066,0.0020115479997002694,4.136699999435223e-05,8.619999971415382e-05,0.07945282599985148,0.07963327200013737,0.06355451800027367,0.4217400990000897,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,2,0.02,2,1,3,3.4643261480514616e-05,3.1559426103524963e-07,0.00910983110561799,0.24918524199938474,0.00856344799967701,0.04403571500006365,0.1965860789996441,0.03930090200037739,0.03920237899910717,0.02343744799873093,2.9274001008161576e-05,2.7300999590806896e-05,0.00022884100189912715,0.0018845349995899596,0.0019691410025188816,64,0.0006125371718610495,0.0003662101249801708,64,0,64,64,0,64,0.014505390003705543,0.0002266467188078991,64,64,446,0,700,0,159,0,5.912999768042937e-06,0.1920757349998894,0.00041473300007055514,0.0014497509996544977,0.00942593499985378,2.9960001484141685e-06,0.0018644839997250529,2.9960001484141685e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.00942593499985378,2.9960001484141685e-06,0.14009982500010665,0.00013403000002654153,0.0004672299996855145,0.04254997499992896,0.0002807030000440136,0.0009825209999689832,0.00942593499985378,0.14009982500010665,0.04254997499992896,0.00013403000002654153,0.0004672299996855145,0.0002807030000440136,0.0009825209999689832,1,1,1,1,1,1,1,0.0,0.0,0.0,0.03928697699939221,0.006711997997626895,0.008830935991227307,0.21719650800014279,0.0002766650000012305,0.0,0.0241596410000966,0.0018176979997406306,3.9774000015313504e-05,2.892399970733095e-05,0.06662662200005798,0.0667566839997562,0.06290671100032341,0.4093972959999519,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,2,0.02,3,1,3,3.155942610337466e-07,2.875692730773067e-09,0.00911199310581116,0.2453933159999906,0.00730983199991897,0.04050628699997105,0.19757719700010057,0.035570639000070514,0.03547752999838849,0.02214930800073489,2.8474000828282442e-05,2.7772000976256095e-05,0.00023655799941479927,0.0020148730013715976,0.002082049001728592,64,0.0005543364062248202,0.00034608293751148267,64,0,64,64,0,64,0.012213459000122384,0.00019083529687691225,64,64,446,0,700,0,159,0,5.951000275672413e-06,0.19501859899946794,8.20340001155273e-05,0.0010930060002465325,0.009830469999997149,2.6349998734076507e-06,0.0011750400003620598,2.6349998734076507e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009830469999997149,2.6349998734076507e-06,0.141395458000261,2.9164999887143495e-05,0.00026381099996797275,0.043792670999209804,5.286900022838381e-05,0.0008291950002785597,0.009830469999997149,0.141395458000261,0.043792670999209804,2.9164999887143495e-05,0.00026381099996797275,5.286900022838381e-05,0.0008291950002785597,1,1,1,1,1,1,1,0.0,0.0,0.0,0.035558089000005566,0.0057392809999328165,0.00882247299705341,0.21765137700003834,0.00022558000000572065,0.0,0.024310954000156926,0.0015534449998995115,3.560599998309044e-05,2.7440999929240206e-05,0.06421470899977066,0.06434590299977572,0.05834185300000172,0.398516851000295,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,3,0.04,1,1,3,0.003486726843316954,2.9072714776764468e-05,0.008338110807988429,0.25026414000012664,0.007449483000073087,0.040047018000223034,0.20276763899983052,0.03522551299965926,0.035133841001425026,0.021820653998020134,2.781100056381547e-05,2.6849998448597034e-05,0.00022483100110548548,0.0017993600013141986,0.001956564003648964,64,0.000548966265647266,0.0003409477187190646,64,0,64,64,0,64,0.012180868000541523,0.0001903260625084613,64,64,446,0,700,0,159,0,5.578001946560107e-06,0.2011351870000908,8.64610001372057e-05,0.0010997200001838792,0.009692804000223987,2.0339998627605382e-06,0.0011861810003210849,2.0339998627605382e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009692804000223987,2.0339998627605382e-06,0.14700991000017893,3.45849998666381e-05,0.00027673600015987176,0.04443247299968789,5.18760002705676e-05,0.0008229840000240074,0.009692804000223987,0.14700991000017893,0.04443247299968789,3.45849998666381e-05,0.00027673600015987176,5.18760002705676e-05,0.0008229840000240074,1,1,1,1,1,1,1,0.0,0.0,0.0,0.035213548002957396,0.005786252000689274,0.008811009002783976,0.22329313099999126,0.00022996899997451692,0.0,0.024527737999960664,0.0015881900003478222,3.85420003112813e-05,2.8822999865951715e-05,0.06607472299992878,0.06619581799986918,0.0602872300000854,0.40724036600022373,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,3,0.04,2,1,3,2.9072714776759972e-05,2.532955023487046e-07,0.008712481936884096,0.24743629200020223,0.007350588000008429,0.03991216100030215,0.20017354299989165,0.03500237299977016,0.03490979800153582,0.022017593999407836,2.823799832185614e-05,2.7188001240574522e-05,0.00023574899933009874,0.0019096500013802142,0.0020572520024870755,64,0.0005454655937739972,0.00034402490624074744,64,0,64,64,0,64,0.011777019000419386,0.0001840159218815529,64,64,446,0,700,0,159,0,5.881999186385656e-06,0.19854376499915816,7.678400061195134e-05,0.0010912840002674784,0.009488019999935204,3.3159999475174118e-06,0.0011680680008794297,3.3159999475174118e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009488019999935204,3.3159999475174118e-06,0.14454210099984266,3.084800027863821e-05,0.0003144460001749394,0.04451364399938029,4.593600033331313e-05,0.000776838000092539,0.009488019999935204,0.14454210099984266,0.04451364399938029,3.084800027863821e-05,0.0003144460001749394,4.593600033331313e-05,0.000776838000092539,1,1,1,1,1,1,1,0.0,0.0,0.0,0.03498993200082623,0.005566343994814815,0.008819577998565364,0.22127153199971872,0.0004222369998387876,0.0,0.02451120700015963,0.001987293000183854,3.973399998358218e-05,2.844299979187781e-05,0.06602282699986972,0.06616067400000247,0.05932065699971645,0.4040681759997824,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,3,0.04,3,1,3,2.53295502342383e-07,2.207762206504144e-09,0.008716152423108886,0.24159315499991862,0.007296537999991415,0.03959669100004248,0.19469992599988473,0.0347984599998199,0.03470727900003112,0.021824891004143865,2.836800149452756e-05,2.706500026761205e-05,0.00023410500261888956,0.0019360970027264557,0.0020177870010229526,64,0.0005423012343754863,0.0003410139219397479,64,0,64,64,0,64,0.011811126002157835,0.00018454884378371617,64,64,446,0,700,0,159,0,5.908000730414642e-06,0.19312902999945436,8.33650001368369e-05,0.001067298000180017,0.009746774000177538,2.5740000637597404e-06,0.0011506630003168539,2.5740000637597404e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009746774000177538,2.5740000637597404e-06,0.14130672499914,3.0206000246835174e-05,0.000260565000189672,0.042075531000136834,5.3158999890001724e-05,0.000806732999990345,0.009746774000177538,0.14130672499914,0.042075531000136834,3.0206000246835174e-05,0.000260565000189672,5.3158999890001724e-05,0.000806732999990345,1,1,1,1,1,1,1,0.0,0.0,0.0,0.03478721199780921,0.005702058005226718,0.00881742200226654,0.21452769500001523,0.0002013250000345579,0.0,0.024180662000162556,0.0012823490001210303,4.010400016341009e-05,2.8964000193809625e-05,0.06317688399985855,0.06331346900014978,0.057753316999878734,0.39279001800014157,False,False,False,False,False,False,,,0,0,0,0,0
