newton_iteration,mesh_resolution,ndof_u,ndof_phi,build_path,residual_norm_before,residual_norm_after,residual_norm,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi,increment_norm,active_contact_points,negative_gap_sum,reaction_norm,max_penetration,active_contact_points_after,negative_gap_sum_after,reaction_norm_after,max_penetration_after,step_length,used_fallback,backend,linear_solver_mode,ksp_type,pc_type,block_pc_name,linear_converged,linear_iterations,ksp_reason,mode,load_value
1,4x4x4,375,729,optimized,0.004040188733215321,3.464326148051463e-05,3.464326148051463e-05,0.004040188733215321,3.464326148051463e-05,0.008574664147668254,0.07639761100001863,0.01102763100000459,0.050983650000006264,0.20986030300001346,0.03542436600000087,0.03530668100003709,3.105799997626946e-05,2.5186000044641332e-05,0.00023042800006578545,0.0019266210000097317,0.0020873669999588174,64,0.0005516668906255795,64,0,64,64,0,64,64,64,384,0,560,16,128,0,6.080999909841012e-06,0.19547285100000522,0.19282753999999613,0.01030864999999892,9.058600001310424e-05,0.035410802000058084,0.00634022800008438,0.00906287700006203,0.23294328000000064,0.0002346170000038228,0.0,0.024810947000005967,0.008252178999995863,0.00032586700000081237,0.00010491499999432108,0.07575188100000219,0.07594715499999438,0.06540757300000166,0.4509009220000024,False,False,False,False,False,True,,,56351,15195,7924,7938,35937,0.0013857629319986662,64,0.020000000000000028,0.004040188733215321,0.020000000000000087,64,0.020000000000046623,0.004040130392726777,0.02000000000013931,1.0,False,petsc_block,krylov,gmres,ilu,global_ilu,True,1,3,baseline,0.02
