label,mode,mesh_resolution,build_path,linear_solver_mode,pc_type,block_pc_name,ndof_u,ndof_phi,total_dofs,newton_iterations,linear_iterations,ksp_reason,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi
gmres_ilu,baseline,5x5x5,optimized,krylov,ilu,global_ilu,648,1331,1979,1,1,3,0.0032599386497294677,2.756991099047234e-05,0.008457187067848742,0.021185840999919492,2.0200727809999535,0.38470560099995055,0.0016531009999880553,0.0,0.07609082099997977,0.028308013999890136,0.00050248599995939,0.0028040450000617057,0.38074392900000475,0.383651427000018,1.7537893200000099,4.682187330999909,106704,29902,12057,12168,68921
fieldsplit_schur_lower_selfp_ilu,baseline,5x5x5,optimized,krylov,fieldsplit,fieldsplit_schur_lower_selfp_ilu,648,1331,1979,1,2,3,0.0032599386497294677,2.7569911995818887e-05,0.008457187376243055,0.010942721999981586,1.002319424999996,0.3608554139999569,0.0014930830000139395,0.0,0.04524746200002028,0.006966303000012886,0.0014660120000371535,1.321688111999947,0.16760182999996687,1.4894003470000143,0.5824997959999791,3.514785546999974,106704,29902,12057,12168,68921
