newton_iteration,mesh_resolution,ndof_u,ndof_phi,build_path,residual_norm_before,residual_norm_after,residual_norm,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_query_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_sensitivity_time,contact_sensitivity_avg_time,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_time,phi_matrix_convert_time,phi_rhs_assembly_time,phi_rhs_extract_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,phi_dof_lookup_time,phi_geometry_helper_time,phi_basis_tabulation_time,phi_form_call_count,phi_form_cache_hit_count,phi_form_cache_miss_count,phi_matrix_extract_call_count,phi_matrix_convert_call_count,phi_rhs_extract_call_count,phi_dof_lookup_call_count,phi_basis_tabulation_call_count,phi_residual_form_assembly_time,phi_residual_extract_time,phi_kphiu_form_assembly_time,phi_kphiu_extract_time,phi_kphiu_convert_time,phi_kphiphi_form_assembly_time,phi_kphiphi_extract_time,phi_kphiphi_convert_time,K_phi_u_reassembly_policy,K_phi_u_reassemble_count,K_phi_u_reuse_hit_count,K_phi_u_reuse_miss_count,K_phi_u_reuse_hit_rate,K_phi_u_support_signature_change_count,K_phi_u_reuse_miss_no_cache,K_phi_u_reuse_miss_step_changed,K_phi_u_reuse_miss_signature_changed,K_phi_u_reuse_miss_cutback_or_restart,K_phi_u_reused_this_step,K_phi_u_reuse_miss_reason,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi,increment_norm,active_contact_points,negative_gap_sum,reaction_norm,max_penetration,active_contact_points_after,negative_gap_sum_after,reaction_norm_after,max_penetration_after,step_length,used_fallback,backend,linear_solver_mode,ksp_type,pc_type,block_pc_name,linear_converged,linear_iterations,ksp_reason,mode,load_value,phi_form_time_R_phi,phi_form_time_K_phi_u,K_phi_u_pre_assemble_overhead_time,K_phi_u_assemble_call_time,K_phi_u_post_assemble_immediate_time,K_phi_u_assembly_target_cell_count,K_phi_u_assembly_target_facet_count,K_phi_u_target_u_dof_count,K_phi_u_target_phi_dof_count,K_phi_u_output_nnz,K_phi_u_output_density,K_phi_u_active_row_count,K_phi_u_active_col_count,K_phi_u_active_row_fraction,K_phi_u_active_col_fraction,contact_candidate_point_count,contact_active_point_count,contact_active_fraction,K_phi_u_rows_touched_by_active_contact,K_phi_u_cols_touched_by_active_contact,K_phi_u_active_support_row_fraction,K_phi_u_active_support_col_fraction,K_phi_u_active_support_fraction,phi_form_time_K_phi_phi,phi_convert_time_K_phi_u,phi_convert_time_K_phi_phi
1,5x5x5,648,1331,optimized,0.0032599386497294673,2.7569910990471217e-05,2.7569910990471217e-05,0.0032599386497294673,2.7569910990471217e-05,0.008457187067848397,0.4281259029999944,0.015591189999998534,0.07919933799999868,0.3333353749999972,0.05244410900000318,0.052279981999991065,0.0,4.536200000515578e-05,4.1820000003411906e-05,0.0003539149999909341,0.002980081999989892,0.0032921960000003025,100,0.0005227998199999106,0.0,0,0,0,0,0,0,0.0,0.0,100,100,0,0,0,0,0,0,9.081999991167322e-06,0.3054114990000052,0.0009199849999994569,0.019739381999997363,0.015277385000000976,1.8930000003081204e-06,0.02065936699999682,1.8930000003081204e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.015277385000000976,1.8930000003081204e-06,0.22437302400000192,0.00016913500000015347,0.006286666999997692,0.0657610900000023,0.0007508499999993035,0.013452714999999671,always,1,0,0,0.0,0,0,0,0,0,False,,0.0,0.05242571599998769,0.0,0.011200726000001993,0.4451949259999992,0.0013951910000002954,0.0,0.08238272099999833,0.03111339200000174,0.00036093299999961914,0.015988280000001964,0.367389897999999,0.383463227,0.10816244100000105,1.0473011569999997,False,False,False,False,False,True,,,106755,29903,12147,12168,68921,0.0017575001303108283,100,0.019999999999999993,0.0032599386497294673,0.02000000000000006,100,0.01999999999990221,0.0032598816648626767,0.020000000000155824,1.0,False,petsc_block,krylov,gmres,ilu,global_ilu,True,1,3,baseline,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
