newton_iteration,mesh_resolution,ndof_u,ndof_phi,build_path,residual_norm_before,residual_norm_after,residual_norm,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_query_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_sensitivity_time,contact_sensitivity_avg_time,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_time,phi_matrix_convert_time,phi_rhs_assembly_time,phi_rhs_extract_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,phi_dof_lookup_time,phi_geometry_helper_time,phi_basis_tabulation_time,phi_form_call_count,phi_form_cache_hit_count,phi_form_cache_miss_count,phi_matrix_extract_call_count,phi_matrix_convert_call_count,phi_rhs_extract_call_count,phi_dof_lookup_call_count,phi_basis_tabulation_call_count,phi_residual_form_assembly_time,phi_residual_extract_time,phi_kphiu_form_assembly_time,phi_kphiu_extract_time,phi_kphiu_convert_time,phi_kphiphi_form_assembly_time,phi_kphiphi_extract_time,phi_kphiphi_convert_time,K_phi_u_reassembly_policy,K_phi_u_reassemble_count,K_phi_u_reuse_hit_count,K_phi_u_reuse_miss_count,K_phi_u_reuse_hit_rate,K_phi_u_support_signature_change_count,K_phi_u_reuse_miss_no_cache,K_phi_u_reuse_miss_step_changed,K_phi_u_reuse_miss_signature_changed,K_phi_u_reuse_miss_cutback_or_restart,K_phi_u_reused_this_step,K_phi_u_reuse_miss_reason,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi,increment_norm,active_contact_points,negative_gap_sum,reaction_norm,max_penetration,active_contact_points_after,negative_gap_sum_after,reaction_norm_after,max_penetration_after,step_length,used_fallback,backend,linear_solver_mode,ksp_type,pc_type,block_pc_name,linear_converged,linear_iterations,ksp_reason,phi_form_time_R_phi,phi_form_time_K_phi_u,phi_form_time_K_phi_phi,K_phi_u_pre_assemble_overhead_time,K_phi_u_assemble_call_time,K_phi_u_post_assemble_immediate_time,phi_extract_time_K_phi_u,phi_convert_time_K_phi_u,phi_extract_time_K_phi_phi,phi_convert_time_K_phi_phi,phi_form_call_count_R_phi,phi_form_call_count_K_phi_u,phi_form_call_count_K_phi_phi,phi_matrix_extract_call_count_K_phi_u,phi_matrix_convert_call_count_K_phi_u,phi_matrix_extract_call_count_K_phi_phi,phi_matrix_convert_call_count_K_phi_phi,K_phi_u_assembly_target_cell_count,K_phi_u_assembly_target_facet_count,K_phi_u_target_u_dof_count,K_phi_u_target_phi_dof_count,K_phi_u_output_nnz,K_phi_u_output_density,K_phi_u_active_row_count,K_phi_u_active_col_count,K_phi_u_active_row_fraction,K_phi_u_active_col_fraction,contact_candidate_point_count,contact_active_point_count,contact_active_fraction,K_phi_u_rows_touched_by_active_contact,K_phi_u_cols_touched_by_active_contact,K_phi_u_active_support_row_fraction,K_phi_u_active_support_col_fraction,K_phi_u_active_support_fraction,mode,load_value
1,5x5x5,648,1331,optimized,0.0032599386497294673,2.7569910990471217e-05,2.7569910990471217e-05,0.0032599386497294673,2.7569910990471217e-05,0.008457187067848397,0.42735433499999687,0.018170808999997234,0.07970580899999646,0.32947771700000317,0.05211496300000107,0.051947309000112796,0.0,4.228700001362995e-05,3.9621000048839505e-05,0.0003602289999875552,0.0029480900000038446,0.0032738230000433077,100,0.000519473090001128,0.0,0,0,0,0,0,0,0.0,0.0,100,100,0,0,0,0,0,0,9.49099999303371e-06,0.30531882899998664,0.0009394200000016895,0.017061984000001473,0.015304028999999275,1.53300000249601e-06,0.018001404000003163,1.53300000249601e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.015304028999999275,1.53300000249601e-06,0.22495813999999825,0.00015739299999495415,0.005356491000000574,0.06505665999998911,0.0007820270000067353,0.0117054930000009,reuse_when_support_signature_unchanged,1,0,1,0.0,0,1,0,0,0,False,no_cache,0.0,0.052096698000021036,0.0,0.012470389000000637,0.43588195799999596,0.001408664999999587,0.0,0.07689644400000617,0.027880774999999858,0.0004429150000007098,8.680199999844262e-05,0.37606970899999936,0.37624612799999824,0.1262236250000015,1.0519024590000043,False,False,False,False,False,True,,,106755,29903,12147,12168,68921,0.0017575001303108283,100,0.019999999999999993,0.0032599386497294673,0.02000000000000006,100,0.01999999999990221,0.0032598816648626767,0.020000000000155824,1.0,False,petsc_block,krylov,gmres,ilu,global_ilu,True,1,3,0.015304028999999275,0.22495813999999825,0.06505665999998911,0.00030146199999592227,0.22459261899999916,6.405900000316933e-05,0.00015739299999495415,0.005356491000000574,0.0007820270000067353,0.0117054930000009,1,1,1,1,1,1,1,125,0,648,1331,12168,0.014108022372485183,363,216,0.2727272727272727,0.3333333333333333,100,100,1.0,363,216,1.0,1.0,1.0,baseline,0.02
