mode,mesh_resolution,build_path,linear_solver_mode,ksp_type,pc_type,block_pc_name,ndof_u,ndof_phi,total_dofs,accepted_state_index,load_value,newton_iteration_within_load,linear_iterations,ksp_reason,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_query_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_sensitivity_time,contact_sensitivity_avg_time,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_time,phi_matrix_convert_time,phi_rhs_assembly_time,phi_rhs_extract_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,phi_dof_lookup_time,phi_geometry_helper_time,phi_basis_tabulation_time,phi_form_call_count,phi_form_cache_hit_count,phi_form_cache_miss_count,phi_matrix_extract_call_count,phi_matrix_convert_call_count,phi_rhs_extract_call_count,phi_dof_lookup_call_count,phi_basis_tabulation_call_count,phi_residual_form_assembly_time,phi_residual_extract_time,phi_kphiu_form_assembly_time,phi_kphiu_extract_time,phi_kphiu_convert_time,phi_kphiphi_form_assembly_time,phi_kphiphi_extract_time,phi_kphiphi_convert_time,phi_form_time_R_phi,phi_form_time_K_phi_u,phi_form_time_K_phi_phi,phi_extract_time_K_phi_u,phi_convert_time_K_phi_u,phi_extract_time_K_phi_phi,phi_convert_time_K_phi_phi,phi_form_call_count_R_phi,phi_form_call_count_K_phi_u,phi_form_call_count_K_phi_phi,phi_matrix_extract_call_count_K_phi_u,phi_matrix_convert_call_count_K_phi_u,phi_matrix_extract_call_count_K_phi_phi,phi_matrix_convert_call_count_K_phi_phi,phi_scatter_pattern_build_time,phi_scatter_pattern_build_count,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,2,0.02,1,1,3,0.004040188733215321,3.464326148051463e-05,0.008574664147668254,0.2418105369999921,0.007015432999992299,0.03367158900005052,0.2011235149999493,0.029134293000083744,0.029047221000041645,0.016544692999673316,2.6461999823368387e-05,2.3874999897088856e-05,0.00021795500003918278,0.0018227390004312838,0.0019500469994682135,64,0.0004538628281256507,0.00025851082811989556,64,0,64,64,0,64,0.011459468999873934,0.00017905420312303022,64,64,384,0,576,0,128,0,5.8399997442393214e-06,0.19927585199991427,0.00024520699992081063,0.0012041140000746964,0.009361144999957105,1.6029999869715539e-06,0.001449320999995507,1.6029999869715539e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009361144999957105,1.6029999869715539e-06,0.14432505000002038,2.9514999937418906e-05,0.00029601200003526174,0.04558965699993678,0.00021569199998339172,0.0009081020000394346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.029124022000360128,0.004729970001108086,0.007572807999508768,0.22332194299997354,0.0002719770000112476,0.0,0.025446281000085946,0.001814401000046928,3.633800008628896e-05,8.885499994448764e-05,0.0825786610000705,0.08277805299996999,0.0668080910000981,0.42323914999997214,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,2,0.02,2,1,3,3.4643261480514616e-05,3.1559426103524963e-07,0.00910983110561799,0.24303454199991847,0.007872259999999187,0.040764076999948884,0.1943982049999704,0.03613202500002899,0.03603624499976377,0.0212109380001948,2.7605000354924414e-05,2.4602000394224888e-05,0.0002413410001054217,0.0018313640006226706,0.002024033000225245,64,0.0005630663281213089,0.00033142090625304377,64,0,64,64,0,64,0.013684077999982946,0.00021381371874973354,64,64,446,0,700,0,159,0,5.862999387318268e-06,0.19027261799988082,0.0003750890000446816,0.0010861040000236244,0.009501688000000286,2.765999965959054e-06,0.001461193000068306,2.765999965959054e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009501688000000286,2.765999965959054e-06,0.1394337159998713,0.00013696500002424727,0.00032327200005966006,0.041337214000009226,0.00023812400002043432,0.0007628319999639643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.036120196000297256,0.006271312000649232,0.007646134999049536,0.21441980299994157,0.00024829200003750884,0.0,0.023762000999909105,0.0016713449999770091,3.1258000035450095e-05,2.822199996899144e-05,0.06118787799994152,0.061307580000061535,0.05515499399996315,0.38950323199992454,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,2,0.02,3,1,3,3.155942610337466e-07,2.875692730773067e-09,0.00911199310581116,0.230712588000074,0.0065825369999856775,0.03779810900005032,0.186331942000038,0.0329654429999664,0.03287734600019121,0.020625883000320755,2.5997999955507112e-05,2.7794999937214016e-05,0.00027572500061978644,0.0018491939999876195,0.002103279999687402,64,0.0005137085312529877,0.0003222794218800118,64,0,64,64,0,64,0.011182736999558074,0.0001747302656180949,64,64,446,0,700,0,159,0,5.624000323223299e-06,0.18407938300015303,9.156999999504478e-05,0.0008239759998787122,0.009597955999993246,3.2870000268303556e-06,0.000915545999873757,3.2870000268303556e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009597955999993246,3.2870000268303556e-06,0.13384639200000947,3.1248000027517264e-05,0.00021361799997521302,0.04063503500015031,6.032199996752752e-05,0.0006103579999034991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.032954136999933326,0.005515806000516932,0.007681220997937999,0.2071146719999888,0.00021795600002860738,0.0,0.024013251000042146,0.0017433280000886953,4.197800001293217e-05,4.582599990499148e-05,0.06012822200000301,0.060283801999958087,0.06376829700002418,0.3857343209999726,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,3,0.04,1,1,3,0.003486726843316954,2.9072714776764468e-05,0.008338110807988429,0.22648909600013667,0.006436765000103151,0.03603286999998545,0.18401946100004807,0.03131140100003904,0.03122591700025623,0.01952744800007622,2.621899886889878e-05,2.51640001351916e-05,0.00022300699970401183,0.0018132699998432145,0.0019223099999408078,64,0.0004879049531290036,0.00030511637500119093,64,0,64,64,0,64,0.010727411000402753,0.00016761579688129302,64,64,446,0,700,0,159,0,5.578000354944379e-06,0.18283291199986706,8.152100008373964e-05,0.0006616919999942183,0.009264705999953549,4.177999926469056e-06,0.000743213000077958,4.177999926469056e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.009264705999953549,4.177999926469056e-06,0.1332653179998715,3.189900007782853e-05,0.00019508299999415613,0.040302888000042,4.9622000005911104e-05,0.0004666090000000622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03130090600006952,0.0051965330009124955,0.0076141780000398285,0.20381115399993632,0.00019997300000795803,0.0,0.02339523899991036,0.0012211670000397135,4.1607999946791097e-05,2.9766000011477445e-05,0.0608328559999336,0.06095384100001411,0.05512910599998122,0.37192097599995577,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,3,0.04,2,1,3,2.9072714776759972e-05,2.532955023487046e-07,0.008712481936884096,0.22781541599999855,0.006940544000030968,0.036075729000003776,0.1847991429999638,0.031502896999995755,0.03141598700005943,0.01967474400089486,2.528499987874966e-05,2.5819000029514427e-05,0.00023340099983215623,0.0018092650005883115,0.001939706000030128,64,0.0004908747968759286,0.0003074178750139822,64,0,64,64,0,64,0.010710990000234233,0.0001673592187536599,64,64,446,0,700,0,159,0,5.7989998367702356e-06,0.18324620000009872,7.864799999879324e-05,0.0009495179999703396,0.00926253000000088,2.9359999871303444e-06,0.0010281659999691328,2.9359999871303444e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.00926253000000088,2.9359999871303444e-06,0.13287876900005813,2.9035000011390366e-05,0.00035830599995279044,0.04110490100003972,4.961299998740287e-05,0.0005912120000175491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03149194499974328,0.005220807999535282,0.007653727998672366,0.20483606400000554,0.00024132900000495283,0.0,0.023713150999924437,0.0016721159998951407,8.157199999914155e-05,2.970499997445586e-05,0.07249166199994761,0.0726211940000212,0.057021164000047975,0.387277035000011,False,False,False,False,False,False,,,0,0,0,0,0
baseline,4x4x4,optimized,krylov,gmres,ilu,global_ilu,375,729,1104,3,0.04,3,1,3,2.53295502342383e-07,2.207762206504144e-09,0.008716152423108886,0.2280539719998842,0.006350233999910415,0.03584302399997341,0.18586071400000037,0.031522532000053616,0.03143490599961751,0.019682003999605513,2.5843999651442573e-05,2.2342999727698043e-05,0.00020903799975258153,0.0017540259999577756,0.0018574010003931107,64,0.0004911704062440236,0.00030753131249383614,64,0,64,64,0,64,0.010775621999641771,0.00016836909374440268,64,64,446,0,700,0,159,0,5.330999897523725e-06,0.18457707100014886,7.570200000373006e-05,0.0008675169999605714,0.008878726000034476,1.301999986935698e-06,0.0009432189999643015,1.301999986935698e-06,0.0,0.0,0.0,3,3,0,2,2,1,0,0,0.008878726000034476,1.301999986935698e-06,0.13554778100001386,3.079800001160038e-05,0.00020485200002440251,0.04015056400010053,4.4903999992129684e-05,0.0006626649999361689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.03151205599988316,0.005245259000503211,0.007662593000418383,0.20599256900004548,0.000228095000011308,0.0,0.02357681399996636,0.001537845999905585,3.92529999544422e-05,2.938499994797894e-05,0.06042256199998519,0.06054989899996599,0.054091001999950095,0.3722079209999265,False,False,False,False,False,False,,,0,0,0,0,0
