newton_iteration,mesh_resolution,ndof_u,ndof_phi,build_path,residual_norm_before,residual_norm_after,residual_norm,outer_residual_norm_before_linear,outer_residual_norm_after_linear,relative_linear_reduction,assembly_time,struct_block_assembly_time,contact_block_assembly_time,phi_block_assembly_time,contact_quadrature_loop_time,contact_geometry_eval_time,contact_query_time,contact_gap_normal_eval_time,contact_active_filter_time,contact_local_residual_time,contact_local_tangent_uu_time,contact_local_tangent_uphi_time,contact_geometry_eval_call_count,contact_geometry_eval_avg_time,contact_query_avg_time,contact_query_call_count,contact_query_cache_hit_count,contact_query_cache_miss_count,contact_sensitivity_call_count,contact_sensitivity_cache_hit_count,contact_sensitivity_cache_miss_count,contact_sensitivity_time,contact_sensitivity_avg_time,contact_local_tangent_uphi_call_count,contact_local_tangent_uu_call_count,cell_geometry_cache_hit_count,cell_geometry_cache_miss_count,function_cell_dof_cache_hit_count,function_cell_dof_cache_miss_count,vector_subfunction_cache_hit_count,vector_subfunction_cache_miss_count,contact_scatter_to_global_time,phi_form_assembly_time,phi_matrix_extract_time,phi_matrix_convert_time,phi_rhs_assembly_time,phi_rhs_extract_time,phi_matrix_extract_or_convert_time,phi_rhs_extract_or_convert_time,phi_dof_lookup_time,phi_geometry_helper_time,phi_basis_tabulation_time,phi_form_call_count,phi_form_cache_hit_count,phi_form_cache_miss_count,phi_matrix_extract_call_count,phi_matrix_convert_call_count,phi_rhs_extract_call_count,phi_dof_lookup_call_count,phi_basis_tabulation_call_count,phi_residual_form_assembly_time,phi_residual_extract_time,phi_kphiu_form_assembly_time,phi_kphiu_extract_time,phi_kphiu_convert_time,phi_kphiphi_form_assembly_time,phi_kphiphi_extract_time,phi_kphiphi_convert_time,dofmap_lookup_time,surface_entity_iteration_time,basis_eval_or_tabulation_time,numpy_temp_allocation_time,block_build_time,bc_elimination_time,global_matrix_allocation_time,global_matrix_fill_time,global_rhs_build_time,petsc_object_setup_time,ksp_setup_time,ksp_solve_time,linear_solve_time,state_update_time,newton_step_walltime,reused_global_matrix,reused_global_rhs_vec,reused_ksp,reused_fieldsplit_is,reused_subksp,reuse_attempted,reuse_failed_stage,reuse_failure_message,nnz_global,nnz_Juu,nnz_Juphi,nnz_Jphiu,nnz_Jphiphi,increment_norm,active_contact_points,negative_gap_sum,reaction_norm,max_penetration,active_contact_points_after,negative_gap_sum_after,reaction_norm_after,max_penetration_after,step_length,used_fallback,backend,linear_solver_mode,ksp_type,pc_type,block_pc_name,linear_converged,linear_iterations,ksp_reason,mode,load_value
1,5x5x5,648,1331,optimized,0.0032599386497294673,2.7569910990471217e-05,2.7569910990471217e-05,0.0032599386497294673,2.7569910990471217e-05,0.008457187067848397,0.4762632569999994,0.02035506199999304,0.07885612199999059,0.37705207300001575,0.05256913399998098,0.05241256599995836,0.028016879999938737,4.440799995109046e-05,3.893899997819972e-05,0.00033261800004424913,0.002811852999968778,0.0030676130000699686,100,0.0005241256599995836,0.0002801687999993874,100,0,100,100,0,100,0.02255842499991445,0.00022558424999914451,100,100,600,0,875,25,200,0,8.933000003708003e-06,0.3362355880000223,0.0008155900000019756,0.0230697110000051,0.018580957000011722,3.06600000499202e-06,0.023885301000007075,3.06600000499202e-06,0.0,0.0,0.0,3,0,3,2,2,1,0,0,0.018580957000011722,3.06600000499202e-06,0.2272294489999922,3.544599999827369e-05,0.006997250000011945,0.09042518200001837,0.0007801440000037019,0.016072460999993154,0.00015001699998151707,0.052549462000115454,0.009178017000209593,0.012072920999884218,0.5295192600000007,0.0017150460000152634,0.0,0.0833892990000038,0.08356516599999964,0.00036105300000599527,0.0139760049999893,0.37135147299997584,0.3854097109999941,0.09707624399999304,1.1394393059999857,False,False,False,False,False,True,,,106755,29903,12147,12168,68921,0.0017575001303108283,100,0.019999999999999993,0.0032599386497294673,0.02000000000000006,100,0.01999999999990221,0.0032598816648626767,0.020000000000155824,1.0,False,petsc_block,krylov,gmres,ilu,global_ilu,True,1,3,baseline,0.02
